roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,percentage,pass_fail
std-6355,female,group B,some college,1.0,0.0,87.0,75.0,42.0,86.0,290.0,C,72.5,Pass
std-6356,female,group D,some college,1.0,0.0,56.0,87.0,97.0,94.0,334.0,B,83.5,Pass
std-6357,female,group C,some college,1.0,0.0,51.0,76.0,78.0,61.0,266.0,C,66.5,Pass
std-6358,female,group B,associate's degree,1.0,1.0,85.0,48.0,76.0,70.0,279.0,C,69.75,Pass
std-6359,female,group C,some college,1.0,0.0,43.0,62.0,100.0,93.0,298.0,C,74.5,Pass
std-6360,female,group C,some college,1.0,1.0,88.0,49.0,65.0,62.0,264.0,C,66.0,Pass
std-6361,female,group B,associate's degree,1.0,0.0,40.0,75.0,100.0,75.0,290.0,C,72.5,Pass
std-6362,female,group C,associate's degree,0.0,0.0,100.0,53.0,100.0,59.0,312.0,B,78.0,Pass
std-6363,female,group B,associate's degree,1.0,1.0,45.0,86.0,100.0,66.0,297.0,C,74.25,Pass
std-6364,female,group A,associate's degree,1.0,0.0,75.0,100.0,62.0,56.0,293.0,C,73.25,Pass
std-6365,female,group D,some college,0.0,0.0,92.0,64.0,100.0,67.0,323.0,B,80.75,Pass
std-6366,female,group D,associate's degree,1.0,1.0,54.0,77.0,58.0,81.0,270.0,C,67.5,Pass
std-6367,female,group A,some college,1.0,1.0,48.0,89.0,65.0,85.0,287.0,C,71.75,Pass
std-6368,female,group A,some college,0.0,0.0,82.0,75.0,86.0,35.0,278.0,C,69.5,Pass
std-6369,female,group D,high school,1.0,0.0,58.0,58.0,80.0,41.0,237.0,D,59.25,Pass
std-6370,female,group B,associate's degree,1.0,0.0,97.0,64.0,55.0,85.0,301.0,B,75.25,Pass
std-6371,female,group C,some college,0.0,0.0,69.0,56.0,96.0,66.0,287.0,C,71.75,Pass
std-6372,female,group E,some college,1.0,0.0,83.0,80.0,100.0,96.0,359.0,A,89.75,Pass
std-6373,female,group C,associate's degree,1.0,0.0,70.0,83.0,62.0,75.0,290.0,C,72.5,Pass
std-6374,female,group B,some high school,1.0,1.0,61.0,50.0,83.0,62.0,256.0,C,64.0,Pass
std-6375,female,group C,associate's degree,0.0,0.0,96.0,51.0,78.0,85.0,310.0,B,77.5,Pass
std-6376,female,group A,some college,1.0,0.0,49.0,63.0,72.0,65.0,249.0,D,62.25000000000001,Pass
std-6377,female,group A,high school,1.0,1.0,31.0,65.0,50.0,70.0,216.0,D,54.0,Pass
std-6378,female,group C,some college,0.0,0.0,51.0,100.0,95.0,91.0,337.0,B,84.25,Pass
std-6379,female,group C,some college,0.0,1.0,75.0,70.0,75.0,55.0,275.0,C,68.75,Pass
std-6380,female,group A,some high school,1.0,0.0,64.0,82.0,97.0,53.0,296.0,C,74.0,Pass
std-6381,female,group D,master's degree,1.0,0.0,33.0,62.0,100.0,78.0,273.0,C,68.25,Pass
std-6382,female,group C,high school,1.0,1.0,40.0,56.0,86.0,41.0,223.0,D,55.75,Pass
std-6383,female,group B,associate's degree,1.0,0.0,75.0,77.0,85.0,87.0,324.0,B,81.0,Pass
std-6384,female,group E,some high school,0.0,0.0,95.0,85.0,82.0,83.0,345.0,B,86.25,Pass
std-6385,female,group A,associate's degree,0.0,1.0,49.0,76.0,90.0,96.0,311.0,B,77.75,Pass
std-6386,female,group C,master's degree,1.0,0.0,85.0,84.0,63.0,89.0,321.0,B,80.25,Pass
std-6387,female,group E,associate's degree,0.0,0.0,39.0,100.0,73.0,40.0,252.0,C,63.0,Pass
std-6388,female,group A,associate's degree,0.0,1.0,78.0,97.0,100.0,41.0,316.0,B,79.0,Pass
std-6389,female,group B,bachelor's degree,1.0,0.0,97.0,56.0,81.0,76.0,310.0,B,77.5,Pass
std-6390,female,group E,some high school,1.0,0.0,62.0,55.0,66.0,93.0,276.0,C,69.0,Pass
std-6391,female,group E,associate's degree,1.0,0.0,60.0,74.0,86.0,65.0,285.0,C,71.25,Pass
std-6392,female,group C,high school,1.0,1.0,48.0,86.0,74.0,89.0,297.0,C,74.25,Pass
std-6393,female,group E,some college,1.0,0.0,41.0,48.0,88.0,58.0,235.0,D,58.75,Pass
std-6394,female,group E,some college,1.0,1.0,88.0,60.0,91.0,68.0,307.0,B,76.75,Pass
std-6395,female,group E,high school,0.0,0.0,39.0,65.0,96.0,41.0,241.0,D,60.25,Pass
std-6396,female,group D,some high school,1.0,1.0,71.0,78.0,69.0,81.0,299.0,C,74.75,Pass
std-6397,female,group C,high school,1.0,0.0,54.0,78.0,30.0,86.0,248.0,D,62.0,Pass
std-6398,female,group D,some high school,0.0,0.0,74.0,38.0,98.0,70.0,280.0,C,70.0,Pass
std-6399,female,group D,some high school,1.0,1.0,47.0,63.0,100.0,80.0,290.0,C,72.5,Pass
std-6400,female,group D,associate's degree,1.0,0.0,56.0,61.0,81.0,47.0,245.0,D,61.25000000000001,Pass
std-6401,female,group C,bachelor's degree,1.0,0.0,27.0,100.0,99.0,100.0,326.0,B,81.5,Pass
std-6402,female,group C,some high school,0.0,0.0,83.0,85.0,96.0,65.0,329.0,B,82.25,Pass
std-6403,female,group C,master's degree,0.0,1.0,80.0,44.0,75.0,58.0,257.0,C,64.25,Pass
std-6404,female,group A,some high school,0.0,0.0,39.0,75.0,88.0,90.0,292.0,C,73.0,Pass
std-6405,female,group E,some college,1.0,0.0,29.0,93.0,78.0,31.0,231.0,D,57.75,Pass
std-6406,female,group B,some high school,0.0,0.0,47.0,60.0,84.0,68.0,259.0,C,64.75,Pass
std-6407,female,group A,high school,1.0,0.0,55.0,100.0,47.0,79.0,281.0,C,70.25,Pass
std-6408,female,group E,associate's degree,0.0,0.0,48.0,85.0,73.0,41.0,247.0,D,61.75000000000001,Pass
std-6409,female,group D,some college,1.0,0.0,57.0,59.0,76.0,99.0,291.0,C,72.75,Pass
std-6410,female,group C,bachelor's degree,0.0,1.0,70.0,74.0,90.0,67.0,301.0,B,75.25,Pass
std-6411,female,group C,bachelor's degree,1.0,0.0,100.0,56.0,83.0,80.0,319.0,B,79.75,Pass
std-6412,Girl,group E,associate's degree,0.0,1.0,63.0,72.0,74.0,60.0,269.0,C,67.25,Pass
std-6413,female,group B,associate's degree,0.0,0.0,81.0,92.0,93.0,63.0,329.0,B,82.25,Pass
std-6414,female,group B,high school,0.0,0.0,54.0,80.0,74.0,56.0,264.0,C,66.0,Pass
std-6415,female,group E,associate's degree,1.0,0.0,58.0,59.0,77.0,46.0,240.0,D,60.0,Pass
std-6416,female,group E,high school,1.0,1.0,86.0,78.0,44.0,82.0,290.0,C,72.5,Pass
std-6417,female,group C,master's degree,1.0,0.0,50.0,87.0,95.0,87.0,319.0,B,79.75,Pass
std-6418,female,group D,some high school,1.0,1.0,27.0,57.0,83.0,72.0,239.0,D,59.75,Pass
std-6419,female,group D,some college,1.0,1.0,57.0,83.0,88.0,72.0,300.0,B,75.0,Pass
std-6420,female,group A,some college,1.0,1.0,48.0,71.0,86.0,62.0,267.0,C,66.75,Pass
std-6421,female,group D,bachelor's degree,0.0,0.0,74.0,57.0,75.0,58.0,264.0,C,66.0,Pass
std-6422,female,group D,bachelor's degree,0.0,0.0,60.0,90.0,81.0,51.0,282.0,C,70.5,Pass
std-6423,female,group C,associate's degree,1.0,0.0,87.0,31.0,80.0,98.0,296.0,C,74.0,Pass
std-6424,female,group B,bachelor's degree,0.0,0.0,94.0,79.0,55.0,59.0,287.0,C,71.75,Pass
std-6425,female,group A,high school,0.0,1.0,73.0,47.0,55.0,64.0,239.0,D,59.75,Pass
std-6426,female,group D,some college,1.0,0.0,68.0,49.0,95.0,79.0,291.0,C,72.75,Pass
std-6427,female,group E,some college,0.0,1.0,74.0,57.0,75.0,69.0,275.0,C,68.75,Pass
std-6428,female,group B,some college,0.0,0.0,59.0,58.0,86.0,56.0,259.0,C,64.75,Pass
std-6429,female,group C,high school,1.0,0.0,51.0,60.0,70.0,88.0,269.0,C,67.25,Pass
std-6430,female,group A,high school,1.0,1.0,55.0,91.0,27.0,24.0,197.0,D,49.25,Pass
std-6431,female,group C,some college,1.0,1.0,74.0,41.0,39.0,68.0,222.0,D,55.50000000000001,Pass
std-6432,female,group C,associate's degree,1.0,0.0,71.0,100.0,98.0,73.0,342.0,B,85.5,Pass
std-6433,female,group D,some college,1.0,1.0,78.0,42.0,90.0,60.0,270.0,C,67.5,Pass
std-6434,female,group D,master's degree,1.0,1.0,62.0,86.0,67.0,23.0,238.0,D,59.5,Pass
std-6435,female,group A,associate's degree,1.0,1.0,27.0,50.0,100.0,59.0,236.0,D,59.0,Pass
std-6436,female,group D,associate's degree,0.0,0.0,80.0,64.0,81.0,46.0,271.0,C,67.75,Pass
std-6437,female,group C,some high school,0.0,0.0,71.0,63.0,78.0,60.0,272.0,C,68.0,Pass
std-6438,female,group B,associate's degree,1.0,1.0,33.0,82.0,97.0,62.0,274.0,C,68.5,Pass
std-6439,female,group B,high school,1.0,1.0,95.0,82.0,70.0,81.0,328.0,B,82.0,Pass
std-6440,female,group E,some high school,1.0,0.0,58.0,41.0,97.0,81.0,277.0,C,69.25,Pass
std-6441,female,group B,some college,0.0,0.0,27.0,77.0,71.0,58.0,233.0,D,58.25,Pass
std-6442,female,group E,associate's degree,1.0,1.0,39.0,44.0,100.0,96.0,279.0,C,69.75,Pass
std-6443,female,group C,some college,0.0,1.0,71.0,55.0,81.0,75.0,282.0,C,70.5,Pass
std-6444,female,group D,some college,0.0,0.0,85.0,87.0,85.0,46.0,303.0,B,75.75,Pass
std-6445,female,group E,associate's degree,1.0,0.0,57.0,54.0,45.0,74.0,230.0,D,57.49999999999999,Pass
std-6446,female,group D,associate's degree,0.0,0.0,63.0,67.0,100.0,61.0,291.0,C,72.75,Pass
std-6447,female,group D,bachelor's degree,1.0,0.0,100.0,64.0,100.0,59.0,323.0,B,80.75,Pass
std-6448,female,group C,high school,1.0,0.0,88.0,50.0,74.0,53.0,265.0,C,66.25,Pass
std-6449,female,group D,associate's degree,1.0,0.0,71.0,81.0,58.0,55.0,265.0,C,66.25,Pass
std-6450,female,group C,high school,1.0,0.0,63.0,68.0,81.0,68.0,280.0,C,70.0,Pass
std-6451,female,group C,associate's degree,1.0,1.0,61.0,62.0,68.0,81.0,272.0,C,68.0,Pass
std-6452,female,group B,some college,0.0,1.0,36.0,67.0,60.0,76.0,239.0,D,59.75,Pass
std-6453,female,group B,associate's degree,0.0,0.0,46.0,59.0,66.0,42.0,213.0,D,53.25,Pass
std-6454,female,group E,high school,1.0,0.0,52.0,82.0,96.0,60.0,290.0,C,72.5,Pass
std-6455,female,group C,bachelor's degree,1.0,1.0,87.0,60.0,94.0,100.0,341.0,B,85.25,Pass
std-6456,female,group A,some college,0.0,0.0,56.0,50.0,83.0,68.0,257.0,C,64.25,Pass
std-6457,female,group E,bachelor's degree,1.0,0.0,94.0,74.0,85.0,88.0,341.0,B,85.25,Pass
std-6458,female,group D,master's degree,1.0,1.0,83.0,71.0,78.0,82.0,314.0,B,78.5,Pass
std-6459,female,group C,high school,1.0,1.0,46.0,44.0,73.0,67.0,230.0,D,57.49999999999999,Pass
std-6460,female,group D,some college,0.0,1.0,70.0,62.0,100.0,80.0,312.0,B,78.0,Pass
std-6461,female,group C,some college,1.0,0.0,33.0,38.0,74.0,76.0,221.0,D,55.25,Pass
std-6462,female,group A,associate's degree,0.0,0.0,64.0,60.0,93.0,48.0,265.0,C,66.25,Pass
std-6463,female,group B,master's degree,1.0,1.0,54.0,94.0,56.0,87.0,291.0,C,72.75,Pass
std-6464,female,group A,master's degree,1.0,1.0,87.0,68.0,76.0,43.0,274.0,C,68.5,Pass
std-6465,female,group C,associate's degree,1.0,1.0,88.0,65.0,84.0,92.0,329.0,B,82.25,Pass
std-6466,female,group B,some high school,1.0,0.0,100.0,78.0,80.0,74.0,332.0,B,83.0,Pass
std-6467,female,group B,some college,1.0,1.0,74.0,60.0,56.0,72.0,262.0,C,65.5,Pass
std-6468,female,group C,associate's degree,0.0,1.0,61.0,71.0,83.0,82.0,297.0,C,74.25,Pass
std-6469,female,group C,some high school,1.0,1.0,54.0,85.0,65.0,65.0,269.0,C,67.25,Pass
std-6470,female,group D,some college,0.0,1.0,51.0,50.0,83.0,73.0,257.0,C,64.25,Pass
std-6471,female,group D,some college,1.0,0.0,88.0,34.0,96.0,93.0,311.0,B,77.75,Pass
std-6472,female,group C,some college,1.0,0.0,92.0,54.0,68.0,85.0,299.0,C,74.75,Pass
std-6473,female,group D,high school,0.0,0.0,50.0,88.0,81.0,51.0,270.0,C,67.5,Pass
std-6474,female,group C,high school,0.0,0.0,82.0,85.0,65.0,98.0,330.0,B,82.5,Pass
std-6475,female,group C,high school,1.0,0.0,79.0,73.0,100.0,74.0,326.0,B,81.5,Pass
std-6476,female,group C,associate's degree,1.0,1.0,100.0,72.0,95.0,68.0,335.0,B,83.75,Pass
std-6477,female,group B,high school,0.0,1.0,54.0,86.0,94.0,54.0,288.0,C,72.0,Pass
std-6478,female,group B,some college,0.0,1.0,78.0,81.0,79.0,64.0,302.0,B,75.5,Pass
std-6479,female,group A,some high school,0.0,0.0,51.0,39.0,61.0,36.0,187.0,D,46.75,Pass
std-6480,female,group D,high school,1.0,1.0,96.0,68.0,95.0,73.0,332.0,B,83.0,Pass
std-6481,female,group D,some high school,0.0,0.0,53.0,97.0,90.0,59.0,299.0,C,74.75,Pass
std-6482,female,group D,some college,1.0,0.0,78.0,71.0,58.0,67.0,274.0,C,68.5,Pass
std-6483,female,group B,bachelor's degree,1.0,0.0,58.0,72.0,77.0,49.0,256.0,C,64.0,Pass
std-6484,female,group E,high school,1.0,0.0,27.0,41.0,100.0,97.0,265.0,C,66.25,Pass
std-6485,female,group E,some college,1.0,1.0,49.0,56.0,48.0,66.0,219.0,D,54.75,Pass
std-6486,female,group C,bachelor's degree,1.0,0.0,76.0,80.0,50.0,23.0,229.0,D,57.25,Pass
std-6487,female,group A,some college,0.0,0.0,57.0,100.0,67.0,69.0,293.0,C,73.25,Pass
std-6488,female,group A,high school,1.0,1.0,27.0,68.0,43.0,41.0,179.0,D,44.75,Pass
std-6489,female,group A,some college,0.0,0.0,72.0,99.0,64.0,52.0,287.0,C,71.75,Pass
std-6490,female,group C,high school,1.0,0.0,37.0,56.0,86.0,61.0,240.0,D,60.0,Pass
std-6491,female,group B,some high school,1.0,0.0,63.0,67.0,61.0,71.0,262.0,C,65.5,Pass
std-6492,female,group A,master's degree,1.0,1.0,29.0,58.0,57.0,63.0,207.0,D,51.74999999999999,Pass
std-6493,female,group B,some college,0.0,0.0,62.0,79.0,75.0,96.0,312.0,B,78.0,Pass
std-6494,female,group B,some college,1.0,0.0,70.0,73.0,74.0,46.0,263.0,C,65.75,Pass
std-6495,female,group A,associate's degree,0.0,0.0,65.0,77.0,76.0,60.0,278.0,C,69.5,Pass
std-6496,female,group A,associate's degree,1.0,0.0,88.0,80.0,59.0,24.0,251.0,C,62.74999999999999,Pass
std-6497,female,group B,master's degree,1.0,1.0,74.0,94.0,76.0,78.0,322.0,B,80.5,Pass
std-6498,female,group C,master's degree,0.0,1.0,93.0,75.0,67.0,51.0,286.0,C,71.5,Pass
std-6499,female,group D,high school,1.0,0.0,46.0,55.0,33.0,87.0,221.0,D,55.25,Pass
std-6500,female,group B,associate's degree,0.0,0.0,52.0,60.0,99.0,98.0,309.0,B,77.25,Pass
std-6501,female,group E,high school,0.0,0.0,69.0,98.0,97.0,57.0,321.0,B,80.25,Pass
std-6502,female,group B,some college,0.0,0.0,65.0,47.0,77.0,60.0,249.0,D,62.25000000000001,Pass
std-6503,female,group C,bachelor's degree,1.0,1.0,62.0,54.0,95.0,82.0,293.0,C,73.25,Pass
std-6504,female,group E,some college,1.0,0.0,53.0,100.0,90.0,72.0,315.0,B,78.75,Pass
std-6505,female,group E,high school,0.0,1.0,33.0,52.0,97.0,53.0,235.0,D,58.75,Pass
std-6506,female,group D,high school,1.0,0.0,41.0,95.0,79.0,59.0,274.0,C,68.5,Pass
std-6507,female,group C,some high school,1.0,0.0,54.0,78.0,60.0,64.0,256.0,C,64.0,Pass
std-6508,female,group C,some high school,1.0,0.0,48.0,81.0,76.0,75.0,280.0,C,70.0,Pass
std-6509,female,group C,high school,1.0,1.0,27.0,100.0,57.0,41.0,225.0,D,56.25,Pass
std-6510,female,group D,high school,1.0,1.0,51.0,70.0,90.0,80.0,291.0,C,72.75,Pass
std-6511,female,group C,some college,0.0,1.0,50.0,88.0,98.0,78.0,314.0,B,78.5,Pass
std-6512,female,group D,some college,1.0,0.0,82.0,96.0,76.0,57.0,311.0,B,77.75,Pass
std-6513,female,group E,some high school,1.0,1.0,45.0,100.0,100.0,88.0,333.0,B,83.25,Pass
std-6514,female,group D,master's degree,0.0,0.0,68.0,59.0,64.0,95.0,286.0,C,71.5,Pass
std-6515,female,group C,some college,1.0,0.0,57.0,40.0,57.0,100.0,254.0,C,63.5,Pass
std-6516,female,group B,bachelor's degree,1.0,1.0,76.0,65.0,85.0,84.0,310.0,B,77.5,Pass
std-6517,female,group E,some college,1.0,1.0,48.0,73.0,88.0,56.0,265.0,C,66.25,Pass
std-6518,female,group E,some high school,0.0,0.0,38.0,77.0,94.0,55.0,264.0,C,66.0,Pass
std-6519,female,group B,some high school,1.0,0.0,55.0,92.0,100.0,100.0,347.0,B,86.75,Pass
std-6520,female,group C,high school,1.0,0.0,86.0,48.0,75.0,96.0,305.0,B,76.25,Pass
std-6521,female,group D,associate's degree,1.0,1.0,67.0,81.0,96.0,85.0,329.0,B,82.25,Pass
std-6522,female,group C,associate's degree,1.0,1.0,51.0,65.0,80.0,85.0,281.0,C,70.25,Pass
std-6523,female,group D,bachelor's degree,1.0,1.0,61.0,73.0,55.0,56.0,245.0,D,61.25000000000001,Pass
std-6524,female,group B,bachelor's degree,1.0,1.0,64.0,85.0,97.0,73.0,319.0,B,79.75,Pass
std-6525,female,group E,high school,1.0,1.0,32.0,93.0,87.0,95.0,307.0,B,76.75,Pass
std-6526,female,group D,high school,1.0,0.0,30.0,81.0,89.0,83.0,283.0,C,70.75,Pass
std-6527,female,group C,some college,0.0,0.0,69.0,37.0,95.0,59.0,260.0,C,65.0,Pass
std-6528,female,group D,associate's degree,0.0,0.0,45.0,64.0,88.0,60.0,257.0,C,64.25,Pass
std-6529,female,group D,associate's degree,1.0,1.0,64.0,56.0,81.0,73.0,274.0,C,68.5,Pass
std-6530,female,group C,high school,1.0,0.0,66.0,88.0,75.0,76.0,305.0,B,76.25,Pass
std-6531,female,group E,high school,1.0,1.0,73.0,94.0,91.0,81.0,339.0,B,84.75,Pass
std-6532,female,group B,associate's degree,1.0,0.0,51.0,75.0,70.0,42.0,238.0,D,59.5,Pass
std-6533,female,group D,associate's degree,1.0,0.0,77.0,73.0,72.0,69.0,291.0,C,72.75,Pass
std-6534,female,group B,some college,1.0,1.0,75.0,87.0,77.0,38.0,277.0,C,69.25,Pass
std-6535,female,group D,some college,1.0,0.0,27.0,70.0,89.0,62.0,248.0,D,62.0,Pass
std-6536,female,group D,some college,1.0,1.0,60.0,75.0,70.0,96.0,301.0,B,75.25,Pass
std-6537,female,group D,bachelor's degree,0.0,0.0,28.0,87.0,44.0,71.0,230.0,D,57.49999999999999,Pass
std-6538,female,group B,some high school,1.0,0.0,62.0,52.0,100.0,93.0,307.0,B,76.75,Pass
std-6539,female,group E,bachelor's degree,1.0,1.0,31.0,89.0,82.0,69.0,271.0,C,67.75,Pass
std-6540,female,group C,some college,1.0,0.0,66.0,83.0,84.0,77.0,310.0,B,77.5,Pass
std-6541,female,group D,high school,1.0,0.0,93.0,80.0,99.0,72.0,344.0,B,86.0,Pass
std-6542,female,group C,high school,1.0,1.0,80.0,88.0,75.0,67.0,310.0,B,77.5,Pass
std-6543,female,group E,associate's degree,0.0,0.0,86.0,54.0,100.0,63.0,303.0,B,75.75,Pass
std-6544,female,group C,high school,1.0,1.0,27.0,82.0,46.0,76.0,231.0,D,57.75,Pass
std-6545,female,group E,some college,1.0,0.0,84.0,71.0,82.0,54.0,291.0,C,72.75,Pass
std-6546,female,group B,some college,1.0,0.0,27.0,49.0,99.0,88.0,263.0,C,65.75,Pass
std-6547,female,group E,high school,1.0,0.0,44.0,36.0,77.0,35.0,192.0,D,48.0,Pass
std-6548,female,group B,some college,1.0,0.0,39.0,45.0,39.0,69.0,192.0,D,48.0,Pass
std-6549,female,group D,high school,1.0,0.0,64.0,97.0,95.0,91.0,347.0,B,86.75,Pass
std-6550,female,group C,some high school,1.0,0.0,97.0,75.0,55.0,75.0,302.0,B,75.5,Pass
std-6551,female,group D,high school,1.0,1.0,66.0,66.0,71.0,82.0,285.0,C,71.25,Pass
std-6552,female,group C,associate's degree,0.0,0.0,53.0,59.0,71.0,78.0,261.0,C,65.25,Pass
std-6553,female,group A,some college,0.0,0.0,45.0,28.0,77.0,78.0,228.0,D,56.99999999999999,Pass
std-6554,female,group C,associate's degree,1.0,1.0,66.0,60.0,78.0,97.0,301.0,B,75.25,Pass
std-6555,female,group C,associate's degree,1.0,0.0,74.0,71.0,72.0,62.0,279.0,C,69.75,Pass
std-6556,female,group B,bachelor's degree,0.0,0.0,67.0,45.0,57.0,76.0,245.0,D,61.25000000000001,Pass
std-6557,female,group D,some high school,1.0,0.0,31.0,68.0,77.0,78.0,254.0,C,63.5,Pass
std-6558,female,group E,high school,0.0,0.0,66.0,100.0,49.0,53.0,268.0,C,67.0,Pass
std-6559,female,group C,some high school,1.0,0.0,50.0,50.0,100.0,66.0,266.0,C,66.5,Pass
std-6560,female,group C,some high school,1.0,1.0,60.0,46.0,41.0,38.0,185.0,D,46.25,Pass
std-6561,female,group D,some college,1.0,0.0,86.0,75.0,87.0,79.0,327.0,B,81.75,Pass
std-6562,female,group D,associate's degree,1.0,0.0,81.0,100.0,100.0,63.0,344.0,B,86.0,Pass
std-6563,female,group C,bachelor's degree,0.0,0.0,34.0,71.0,72.0,71.0,248.0,D,62.0,Pass
std-6564,female,group D,associate's degree,1.0,1.0,36.0,62.0,71.0,82.0,251.0,C,62.74999999999999,Pass
std-6565,female,group B,bachelor's degree,0.0,0.0,65.0,60.0,82.0,65.0,272.0,C,68.0,Pass
std-6566,female,group D,associate's degree,1.0,0.0,61.0,68.0,84.0,62.0,275.0,C,68.75,Pass
std-6567,female,group E,some high school,1.0,1.0,68.0,85.0,74.0,63.0,290.0,C,72.5,Pass
std-6568,female,group D,some high school,1.0,0.0,50.0,68.0,75.0,42.0,235.0,D,58.75,Pass
std-6569,female,group C,some high school,1.0,1.0,69.0,57.0,60.0,75.0,261.0,C,65.25,Pass
std-6570,female,group B,some college,0.0,0.0,83.0,39.0,100.0,72.0,294.0,C,73.5,Pass
std-6571,female,group D,master's degree,0.0,0.0,45.0,88.0,88.0,78.0,299.0,C,74.75,Pass
std-6572,female,group D,associate's degree,1.0,1.0,52.0,100.0,89.0,87.0,328.0,B,82.0,Pass
std-6573,female,group C,some college,1.0,0.0,69.0,38.0,47.0,79.0,233.0,D,58.25,Pass
std-6574,female,group C,master's degree,1.0,1.0,48.0,76.0,73.0,33.0,230.0,D,57.49999999999999,Pass
std-6575,female,group D,bachelor's degree,0.0,0.0,27.0,85.0,74.0,60.0,246.0,D,61.5,Pass
std-6576,female,group C,some high school,1.0,0.0,65.0,74.0,63.0,58.0,260.0,C,65.0,Pass
std-6577,female,group C,associate's degree,1.0,1.0,73.0,37.0,75.0,74.0,259.0,C,64.75,Pass
std-6578,female,group E,some high school,1.0,0.0,78.0,67.0,74.0,60.0,279.0,C,69.75,Pass
std-6579,female,group C,some high school,1.0,1.0,64.0,59.0,99.0,100.0,322.0,B,80.5,Pass
std-6580,female,group E,some college,1.0,1.0,38.0,73.0,92.0,74.0,277.0,C,69.25,Pass
std-6581,Girl,group B,some high school,0.0,0.0,79.0,46.0,95.0,63.0,283.0,C,70.75,Pass
std-6582,female,group C,some high school,0.0,0.0,40.0,55.0,67.0,67.0,229.0,D,57.25,Pass
std-6583,female,group C,high school,1.0,0.0,59.0,76.0,84.0,37.0,256.0,C,64.0,Pass
std-6584,female,group E,associate's degree,1.0,1.0,92.0,55.0,62.0,65.0,274.0,C,68.5,Pass
std-6585,female,group E,bachelor's degree,0.0,0.0,58.0,72.0,79.0,73.0,282.0,C,70.5,Pass
std-6586,female,group E,high school,1.0,0.0,61.0,58.0,69.0,76.0,264.0,C,66.0,Pass
std-6587,female,group D,some college,1.0,1.0,64.0,35.0,91.0,46.0,236.0,D,59.0,Pass
std-6588,female,group B,high school,1.0,1.0,31.0,75.0,89.0,42.0,237.0,D,59.25,Pass
std-6589,female,group C,associate's degree,1.0,1.0,81.0,64.0,85.0,23.0,253.0,C,63.24999999999999,Pass
std-6590,female,group B,associate's degree,1.0,1.0,84.0,86.0,66.0,94.0,330.0,B,82.5,Pass
std-6591,female,group E,high school,1.0,0.0,71.0,72.0,98.0,89.0,330.0,B,82.5,Pass
std-6592,female,group C,bachelor's degree,0.0,1.0,93.0,48.0,69.0,59.0,269.0,C,67.25,Pass
std-6593,female,group C,associate's degree,1.0,1.0,72.0,46.0,78.0,56.0,252.0,C,63.0,Pass
std-6594,female,group D,high school,1.0,0.0,67.0,100.0,86.0,91.0,344.0,B,86.0,Pass
std-6595,female,group C,high school,1.0,1.0,69.0,41.0,73.0,48.0,231.0,D,57.75,Pass
std-6596,female,group B,associate's degree,1.0,0.0,54.0,88.0,67.0,93.0,302.0,B,75.5,Pass
std-6597,female,group D,master's degree,1.0,1.0,71.0,90.0,65.0,67.0,293.0,C,73.25,Pass
std-6598,female,group B,associate's degree,1.0,0.0,59.0,69.0,54.0,68.0,250.0,C,62.5,Pass
std-6599,female,group C,high school,1.0,0.0,71.0,48.0,73.0,84.0,276.0,C,69.0,Pass
std-6600,female,group C,high school,0.0,1.0,53.0,100.0,79.0,32.0,264.0,C,66.0,Pass
std-6601,female,group E,some college,1.0,0.0,74.0,60.0,80.0,79.0,293.0,C,73.25,Pass
